MSOA21CD,MSOA21NM,nca_name,overlap_percentage,overlap_type,total_employment,agri_soc_121,agri_soc_511,agri_soc_911,total_agri_employment,agri_percentage_121,agri_percentage_511,agri_percentage_911,total_agri_percentage,skill_matched_employment,skill_matched_percentage,C2021_OCC_105_NAME_top_1,C2021_OCC_105_NAME_top_2,C2021_OCC_105_NAME_top_3,C2021_OCC_105_NAME_top_4,C2021_OCC_105_NAME_top_5,OBS_VALUE_top_1,OBS_VALUE_top_2,OBS_VALUE_top_3,OBS_VALUE_top_4,OBS_VALUE_top_5,shannon_diversity,simpson_diversity,effective_occupations,top_1_concentration,top_3_concentration,top_5_concentration,hhi,occupations_over_1pct,occupations_over_2pct,occupations_over_5pct,dominance_ratio,concentration_category
E02002912,Herefordshire 008,Herefordshire Lowlands,99.99999999999963,Fully Within,3803,24,91,65,180,0.6310807257428346,2.3928477517749145,1.7091769655535105,4.73310544307126,209,5.495661320010518,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,113 Functional Managers and Directors,175,151,150,128,127,4.21438531236028,0.9805781159109548,51.48831057868598,4.6016302918748355,12.516434393899553,19.22166710491717,194.21884089045219,30,14,0,1.1589403973509933,Diverse
E02002906,Herefordshire 002,Herefordshire Lowlands,99.99999999999963,Fully Within,2474,8,38,20,66,0.32336297493936944,1.5359741309620047,0.8084074373484237,2.667744543249798,228,9.21584478577203,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,821 Road Transport Drivers,214,162,130,77,69,4.0438126025852235,0.9732101486829232,37.32756812138658,8.649959579628133,20.45270816491512,26.354082457558608,267.89851317076744,33,14,3,1.3209876543209877,Concentrated (20%+ in top 3)
E02002914,Herefordshire 010,Herefordshire Lowlands,100.00000000000145,Fully Within,4474,9,67,31,107,0.2011622708985248,1.4975413500223513,0.6928922664282521,2.3915958873491285,485,10.84041126508717,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,811 Process Operatives,821 Road Transport Drivers,531 Construction and Building Trades,281,278,193,167,165,4.118753484771856,0.9768926668943435,43.27630520699108,6.280733124720609,16.808225301743406,24.228877961555657,231.07333105656505,33,13,2,1.010791366906475,Diverse
E02002917,Herefordshire 013,Herefordshire Lowlands,100.00000000000196,Fully Within,3620,7,50,29,86,0.19337016574585636,1.3812154696132597,0.8011049723756906,2.3756906077348066,350,9.668508287292818,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,811 Process Operatives,922 Elementary Cleaning Occupations,216,191,148,141,103,4.180095036351475,0.979006135343854,47.632964029195385,5.966850828729282,15.331491712707182,22.07182320441989,209.93864656146027,33,13,2,1.1308900523560208,Diverse
E02002919,Herefordshire 015,Herefordshire Lowlands,98.17052508334945,Fully Within,4375,10,54,27,91,0.2285714285714286,1.2342857142857144,0.6171428571428572,2.08,402,9.188571428571429,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,381,299,193,185,145,4.04727320605074,0.9729259102040816,36.93568306590893,8.708571428571428,19.954285714285714,27.497142857142858,270.7408979591837,33,13,2,1.2742474916387958,Diverse
E02002916,Herefordshire 012,Herefordshire Lowlands,100.00000000000738,Fully Within,5042,11,45,33,89,0.21816739389131298,0.8925029750099168,0.6545021816739389,1.7651725505751688,502,9.956366521221739,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,223 Nursing and Midwifery Professionals,811 Process Operatives,926 Other Elementary Services Occupations,374,274,218,197,176,4.10938797253281,0.9758930969542475,41.4818941322368,7.417691392304642,17.17572391907973,24.57358191193971,241.0690304575245,31,13,2,1.364963503649635,Diverse
E02002915,Herefordshire 011,Herefordshire Lowlands,99.99999999999852,Fully Within,3967,7,49,14,70,0.17645576002016636,1.2351903201411647,0.3529115200403327,1.7645576002016636,225,5.67179228636249,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,223 Nursing and Midwifery Professionals,531 Construction and Building Trades,222,183,153,142,126,4.2091927087800824,0.9800362697319689,50.09083906534976,5.59616838921099,14.066044870178976,20.82177968237963,199.63730268031145,37,13,1,1.2131147540983607,Diverse
E02002918,Herefordshire 014,Herefordshire Lowlands,99.99999999999427,Fully Within,2704,5,34,8,47,0.1849112426035503,1.257396449704142,0.2958579881656805,1.7381656804733727,127,4.696745562130177,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,223 Nursing and Midwifery Professionals,148,142,130,114,102,4.130744728848275,0.9776689585448689,44.78071486317646,5.473372781065089,15.532544378698226,23.5207100591716,223.31041455131123,35,13,2,1.0422535211267607,Diverse
E02002921,Herefordshire 017,Herefordshire Lowlands,100.00000000000414,Fully Within,3589,5,25,23,53,0.13931457230426303,0.6965728615213151,0.64084703259961,1.476734466425188,494,13.764279743661186,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,821 Road Transport Drivers,811 Process Operatives,307,289,194,179,175,3.8941738576015466,0.9672078572642437,30.495110004190412,8.55391473948175,22.011702424073558,31.87517414321538,327.9214273575624,31,11,3,1.0622837370242215,Concentrated (20%+ in top 3)
E02002924,Herefordshire 020,Herefordshire Lowlands,14.420369398137678,Partially Within,2828,58,316,46,420,2.050919377652051,11.173974540311175,1.6265912305516266,14.85148514851485,127,4.490806223479491,511 Agricultural and Related Trades,531 Construction and Building Trades,613 Caring Personal Services,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,316,138,98,96,93,4.038069561518428,0.9709744842942568,34.452445570230985,11.173974540311175,19.519094766619517,26.202263083451204,290.25515705743135,29,13,1,2.289855072463768,Highly Concentrated (10%+ in 1 occupation)
E02002910,Herefordshire 006,Herefordshire Lowlands,55.54499770265989,Partially Within,3586,74,314,90,478,2.0635805911879532,8.756274400446179,2.509760178471835,13.329615170105969,185,5.158951477969883,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,314,198,173,124,109,4.114356031547445,0.9748325660085435,39.733887862364746,8.756274400446179,19.10206358059119,25.59955382041272,251.67433991456517,29,15,2,1.5858585858585856,Diverse
E02002905,Herefordshire 001,Herefordshire Lowlands,16.794328847089563,Partially Within,2941,70,245,69,384,2.380142808568514,8.3304998299898,2.346140768446107,13.05678340700442,146,4.964297857871473,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,245,138,127,109,96,4.118817452067836,0.975796813704776,41.31687405956674,8.3304998299898,17.341040462427745,24.311458687521252,242.03186295223958,30,14,1,1.7753623188405798,Diverse
E02002908,Herefordshire 004,Herefordshire Lowlands,64.29596764212826,Partially Within,4092,91,328,83,502,2.2238514173998047,8.01564027370479,2.0283479960899315,12.267839687194526,194,4.740957966764419,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,231 Teaching and other Educational Professionals,112 Production Managers and Directors,328,177,172,140,137,4.161759737353559,0.9770122232637605,43.501379514597915,8.01564027370479,16.544477028347995,23.313782991202345,229.8777673623951,31,13,1,1.8531073446327682,Diverse
E02002913,Herefordshire 009,Herefordshire Lowlands,45.758004662661016,Partially Within,2525,39,111,114,264,1.5445544554455446,4.3960396039603955,4.514851485148514,10.455445544554456,102,4.03960396039604,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,911 Elementary Agricultural Occupations,511 Agricultural and Related Trades,125 Managers and Proprietors in Other Services,133,121,114,111,109,4.148314469402404,0.9778031173414371,45.05137119397396,5.267326732673268,14.574257425742573,23.287128712871286,221.96882658562885,29,13,1,1.0991735537190082,Diverse
E02002909,Herefordshire 005,Herefordshire Lowlands,21.054540793004588,Partially Within,4913,77,320,89,486,1.5672705068186445,6.513331976389172,1.811520455933238,9.892122939141053,335,6.8186444127824135,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,112 Production Managers and Directors,320,253,198,169,166,4.156049666986106,0.9780325433766756,45.52188344545216,6.513331976389172,15.693059230612661,22.511703643395077,219.67456623324412,33,14,2,1.264822134387352,Diverse
E02002922,Herefordshire 018,Herefordshire Lowlands,51.496382742767885,Partially Within,3124,56,195,42,293,1.792573623559539,6.241997439180538,1.3444302176696543,9.379001280409732,152,4.865556978233035,511 Agricultural and Related Trades,112 Production Managers and Directors,231 Teaching and other Educational Professionals,613 Caring Personal Services,113 Functional Managers and Directors,195,138,121,119,115,4.155977695593957,0.9783527143538685,46.19516813086943,6.241997439180538,14.532650448143405,22.02304737516005,216.47285646131473,32,14,1,1.4130434782608694,Diverse
E02002925,Herefordshire 021,Herefordshire Lowlands,13.286852717136796,Partially Within,5293,86,287,78,451,1.6247874551294161,5.422255809559796,1.47364443604761,8.520687700736822,296,5.592291706026828,511 Agricultural and Related Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,287,255,204,197,170,4.177951428021996,0.9791888155879196,48.05108542594628,5.422255809559796,14.094086529378425,21.027772529756284,208.11184412080465,32,12,1,1.1254901960784314,Diverse
E02006046,Shropshire 039,Herefordshire Lowlands,15.24259731432815,Partially Within,4110,40,212,42,294,0.9732360097323601,5.158150851581508,1.0218978102189782,7.153284671532846,254,6.180048661800487,511 Agricultural and Related Trades,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,212,197,177,163,152,4.163699645000772,0.9788773450311092,47.34253347757605,5.158150851581508,14.257907542579076,21.92214111922141,211.22654968890785,32,14,1,1.0761421319796953,Diverse
E02002920,Herefordshire 016,Herefordshire Lowlands,88.82287172053044,Partially Within,3313,24,77,48,149,0.724418955629339,2.324177482644129,1.448837911258678,4.4974343495321465,242,7.304557802595834,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,821 Road Transport Drivers,531 Construction and Building Trades,421 Secretarial and Related Occupations,203,198,113,109,105,4.153269991770092,0.9782963126080257,46.07511995264861,6.127376999698159,15.514639299728342,21.974041654089948,217.0368739197423,34,14,2,1.0252525252525253,Diverse
E02002907,Herefordshire 003,Herefordshire Lowlands,85.26009653318242,Partially Within,2834,15,72,38,125,0.529287226534933,2.5405786873676783,1.340860973888497,4.4107268877911086,288,10.162314749470713,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,811 Process Operatives,263,164,147,95,88,4.080668860137629,0.9734457432656884,37.65874563937132,9.280169371912491,20.25405786873677,26.711362032462947,265.5425673431151,30,13,3,1.603658536585366,Concentrated (20%+ in top 3)
E02002923,Herefordshire 019,Herefordshire Lowlands,45.170090803287714,Partially Within,4256,28,117,34,179,0.6578947368421052,2.7490601503759398,0.7988721804511277,4.205827067669174,320,7.518796992481203,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,922 Elementary Cleaning Occupations,821 Road Transport Drivers,247,231,141,132,129,4.205733540365852,0.9796405296017299,49.11719118612079,5.803571428571429,14.544172932330829,20.67669172932331,203.59470398270113,32,13,2,1.0692640692640694,Diverse
E02006045,Shropshire 038,Herefordshire Lowlands,22.117632962337858,Partially Within,4530,14,100,38,152,0.3090507726269316,2.207505518763797,0.8388520971302429,3.3554083885209716,286,6.313465783664459,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,926 Other Elementary Services Occupations,334,282,236,188,161,4.0610356493260396,0.9743684731176507,39.01445296607108,7.373068432671081,18.807947019867548,26.5121412803532,256.31526882349215,29,15,3,1.1843971631205674,Diverse
E02005368,Harborough 002,High Leicestershire,95.28228226687924,Fully Within,3253,36,221,38,295,1.1066707654472794,6.793728865662466,1.168152474638795,9.06855210574854,116,3.5659391331079004,511 Agricultural and Related Trades,113 Functional Managers and Directors,112 Production Managers and Directors,231 Teaching and other Educational Professionals,125 Managers and Proprietors in Other Services,221,209,151,146,135,4.079839261916582,0.9746540567107814,39.454045508946315,6.793728865662466,17.86043652013526,26.49861666154319,253.45943289218525,32,12,2,1.0574162679425838,Diverse
E02006816,Harborough 011,High Leicestershire,97.19750286298239,Fully Within,4343,5,32,9,46,0.11512779184895235,0.736817867833295,0.20723002532811421,1.0591756850103615,201,4.628137232327885,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,112 Production Managers and Directors,204,186,174,153,148,4.172500419554706,0.9797016156964855,49.265004792862165,4.697213907437256,12.986414920561822,19.917107989868754,202.98384303514501,30,17,0,1.096774193548387,Diverse
E02006964,Leicester 042,High Leicestershire,98.56879854336252,Fully Within,3258,1,9,0,10,0.03069367710251688,0.2762430939226519,0,0.3069367710251688,303,9.300184162062616,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,415 Other Administrative Occupations,231 Teaching and other Educational Professionals,210,191,132,121,105,4.056586433780172,0.9761603020152312,41.94684012519364,6.445672191528545,16.359729895641497,23.296500920810313,238.39697984768853,36,15,2,1.0994764397905759,Diverse
E02005396,Melton 006,High Leicestershire,43.91219495186661,Partially Within,3409,46,177,43,266,1.349369316515107,5.1921384570255205,1.261366969785861,7.802874743326489,169,4.957465532414198,113 Functional Managers and Directors,511 Agricultural and Related Trades,231 Teaching and other Educational Professionals,112 Production Managers and Directors,125 Managers and Proprietors in Other Services,185,177,145,141,139,4.158505257046894,0.9782632396549055,46.00501565660765,5.426811381636844,14.872396597242593,23.085948958638898,217.36760345094484,30,13,2,1.0451977401129944,Diverse
E02005393,Melton 003,High Leicestershire,17.488487935524454,Partially Within,3773,31,134,46,211,0.8216273522395972,3.5515504903260005,1.2191889742910151,5.592366816856613,275,7.288629737609329,112 Production Managers and Directors,613 Caring Personal Services,113 Functional Managers and Directors,511 Agricultural and Related Trades,231 Teaching and other Educational Professionals,152,148,139,134,132,4.2278821607185355,0.9811587612936618,53.075066644296555,4.028624436787702,11.635303472038167,18.685396236416647,188.41238706338203,35,13,0,1.027027027027027,Diverse
